Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,20295,2022-11-30,-0.284210499,-0.288904473,-0.289895344,21,100
Market-Adjusted Model,20296,2022-11-30,0.0302747925,0.0229888074,0.024589948,21,100
Market-Adjusted Model,20297,2022-11-30,-0.004423108,0.020985984,-0.010107953,21,100
Market-Adjusted Model,20301,2022-11-30,0.0542879672,0.0603899321,0.0486031227,21,100
Market-Adjusted Model,20305,2022-11-30,-0.286858979,-0.304334795,-0.292543823,21,100
Market-Adjusted Model,20306,2022-11-30,-0.136551694,-0.13557703,-0.142236539,21,100
Market-Adjusted Model,20307,2022-11-30,-0.194835711,-0.20928992,-0.200520555,21,100
Market-Adjusted Model,20308,2022-11-30,0.0855999742,0.101999046,0.0799151297,21,100
Market-Adjusted Model,20309,2022-11-30,-0.006097583,0.0111502731,-0.011782428,21,100
Market-Adjusted Model,20310,2022-11-30,-0.309583302,-0.351556226,-0.315268146,21,100
Market-Adjusted Model,20311,2022-11-30,0.2652661932,0.285789966,0.2595813487,21,100
Market-Adjusted Model,20312,2022-11-30,-0.458625547,-0.595267755,-0.464310391,21,100
Market-Adjusted Model,20314,2022-11-30,0.0308638468,0.0382371977,0.0251790023,21,100
Market-Adjusted Model,20315,2022-11-30,-0.148936125,-0.160652561,-0.154620969,21,100
Market-Adjusted Model,20316,2022-11-30,0.0007856326,-0.00325812,-0.004899212,21,100
Market-Adjusted Model,20317,2022-11-30,-0.016624593,-0.021806494,-0.022309438,21,100
Market-Adjusted Model,20318,2022-11-30,0.4950330845,0.4263544987,0.48934824,21,100
Market-Adjusted Model,20321,2022-11-30,-0.071202488,-0.044447596,-0.076887332,21,100
Market-Adjusted Model,20323,2022-11-30,-0.29092803,-0.315570093,-0.296612875,21,100
Market-Adjusted Model,20325,2022-11-30,-0.129966861,-0.140527022,-0.135651705,21,100
Market-Adjusted Model,20330,2022-11-30,-0.371047615,-0.430242057,-0.376732459,21,100
Market-Adjusted Model,20331,2022-11-30,-0.204841754,-0.213630348,-0.210526599,21,100
Market-Adjusted Model,20332,2022-11-30,-0.432786927,-0.532222189,-0.438471772,21,100
Market-Adjusted Model,20333,2022-11-30,-0.173164039,-0.170249948,-0.178848884,21,100
Market-Adjusted Model,20334,2022-11-30,0.884057915,0.7257187803,0.8783730705,21,100
Market-Adjusted Model,20336,2022-11-30,0.1973684886,0.1826097391,0.1916836441,21,100
Market-Adjusted Model,20337,2022-11-30,0.3491280035,0.3462035624,0.343443159,21,100
Market-Adjusted Model,20338,2022-11-30,-0.144508666,-0.149240822,-0.15019351,21,100
Market-Adjusted Model,20339,2022-11-30,-0.30589682,-0.333471594,-0.311581664,21,100
Market-Adjusted Model,20340,2022-11-30,0.0045045002,-0.002536161,-0.001180344,21,100
Market-Adjusted Model,20341,2022-11-30,0.0192677982,0.0304574704,0.0135829537,21,100
Market-Adjusted Model,20342,2022-11-30,-0.118681338,-0.129951848,-0.124366182,21,100
Market-Adjusted Model,20344,2022-11-30,-0.064015589,-0.063726104,-0.069700434,21,100
Market-Adjusted Model,20345,2022-11-30,-0.034234245,-0.031816005,-0.03991909,21,100
Market-Adjusted Model,20346,2022-11-30,-0.20821115,-0.224786971,-0.213895995,21,100
Market-Adjusted Model,20347,2022-11-30,0.2078326794,0.2439380872,0.2021478349,21,100
Market-Adjusted Model,20348,2022-11-30,0.0138915425,0.0075727989,0.008206698,21,100
Market-Adjusted Model,20349,2022-11-30,0.0148510274,0.0077459357,0.0091661829,21,100
Market-Adjusted Model,20350,2022-11-30,0.0017106218,0.0014518799,0.00157454,4,100
Market-Adjusted Model,20352,2022-11-30,0.0312890129,0.0246261049,0.0256041684,21,100
Market-Adjusted Model,20353,2022-11-30,0.0580166499,0.0500649351,0.0523318054,21,100
Market-Adjusted Model,20354,2022-11-30,-0.027771334,-0.010947205,-0.033456178,21,100
Market-Adjusted Model,20356,2022-11-30,0.0029585537,0.0115102154,0.0126838925,18,100
Market-Adjusted Model,20357,2022-11-30,-0.293823013,-0.337251982,-0.299507857,21,100
Market-Adjusted Model,20358,2022-11-30,-0.118563099,0.1303225525,-0.124247944,21,100
Market-Adjusted Model,20359,2022-11-30,-0.026239112,-0.015394447,-0.031923956,21,100
Market-Adjusted Model,20361,2022-11-30,0.0138672834,0.0071654953,0.0081824389,21,100
Market-Adjusted Model,20362,2022-11-30,0.0140543562,0.0071831098,0.0083695117,21,100
Market-Adjusted Model,20363,2022-11-30,-0.002368258,-0.009279644,-0.008053103,21,100
Market-Adjusted Model,20364,2022-11-30,0.005544385,-0.001301532,-0.000140459,21,100
Market-Adjusted Model,20365,2022-11-30,-0.127614402,-0.124853623,-0.133299246,21,100
Market-Adjusted Model,20366,2022-11-30,0.0236675583,0.0202993499,0.0179827138,21,100
Market-Adjusted Model,20367,2022-11-30,-0.004215061,-0.010171376,-0.009899906,21,100
Market-Adjusted Model,20368,2022-11-30,0.0505434132,0.0429458615,0.0448585687,21,100
Market-Adjusted Model,20369,2022-11-30,0.0128057232,0.0065777728,0.0071208787,21,100
Market-Adjusted Model,20370,2022-11-30,0.0146939044,0.0087233276,0.0090090599,21,100
Market-Adjusted Model,20371,2022-11-30,0.0117200979,0.0057968734,0.0060352534,21,100
Market-Adjusted Model,20372,2022-11-30,-0.029766092,-0.035113035,-0.035450937,21,100
Market-Adjusted Model,20373,2022-11-30,0.1166666536,0.1240553405,0.1109818091,21,100
Market-Adjusted Model,20375,2022-11-30,0.0084006286,0.0018567681,0.0027157841,21,100
Market-Adjusted Model,20376,2022-11-30,0.0160840871,0.0089830416,0.0103992426,21,100
Market-Adjusted Model,20377,2022-11-30,-0.014394808,-0.02069324,-0.020079652,21,100
Market-Adjusted Model,20379,2022-11-30,-0.000310239,-0.006063976,-0.005995084,21,100
Market-Adjusted Model,20380,2022-11-30,0.0144288365,0.0083167831,0.008743992,21,100
Market-Adjusted Model,20381,2022-11-30,-0.246240584,-0.267864295,-0.251925428,21,100
Market-Adjusted Model,20382,2022-11-30,-0.089661528,-0.094735617,-0.095346372,21,100
Market-Adjusted Model,20383,2022-11-30,0.0240231114,0.0213772277,0.0183382669,21,100
Market-Adjusted Model,20385,2022-11-30,0.0741632925,0.0675665834,0.068478448,21,100
Market-Adjusted Model,20389,2022-11-30,0.6772151846,0.5778580118,0.6715303401,21,100
Market-Adjusted Model,20390,2022-11-30,0.3000000863,0.3210229776,0.2943152418,21,100
Market-Adjusted Model,20391,2022-11-30,-0.01689126,-0.015456716,-0.022576104,21,100
Market-Adjusted Model,20393,2022-11-30,0.0100100476,0.0029613155,0.0043252031,21,100
Market-Adjusted Model,20395,2022-11-30,-0.074207472,-0.082006786,-0.079892317,21,100
Market-Adjusted Model,20396,2022-11-30,0.0085714433,0.0015260627,0.0028865988,21,100
Market-Adjusted Model,20397,2022-11-30,-0.756536321,-1.280776709,-0.762221166,21,100
Market-Adjusted Model,20398,2022-11-30,0.0060241382,-0.001014873,0.0003392937,21,100
Market-Adjusted Model,20399,2022-11-30,-0.215999986,-0.241596169,-0.221684831,21,100
Market-Adjusted Model,20400,2022-11-30,0.0052620472,0.0137224443,0.0148478977,16,100
Market-Adjusted Model,20402,2022-11-30,-0.369565208,-0.44327851,-0.375250053,21,100
Market-Adjusted Model,20403,2022-11-30,0.1338198812,0.1458681217,0.1281350367,21,100
Market-Adjusted Model,20404,2022-11-30,-0.023319631,-0.022477868,-0.029004476,21,100
Market-Adjusted Model,20406,2022-11-30,-0.481203018,0.6736781481,-0.486887862,21,100
Market-Adjusted Model,20410,2022-11-30,-0.224101237,-0.248570743,-0.229786082,21,100
Market-Adjusted Model,20412,2022-11-30,-0.302521052,-0.33274895,-0.308205896,21,100
Market-Adjusted Model,20413,2022-11-30,0.0040363228,-0.002986347,-0.001648522,21,100
Market-Adjusted Model,20414,2022-11-30,-0.022908321,-0.030060133,-0.028593165,21,100
Market-Adjusted Model,20415,2022-11-30,-0.017619888,-0.022273709,-0.023304733,21,100
Market-Adjusted Model,20419,2022-11-30,-0.035618678,0.1279688692,-0.041303523,21,100
Market-Adjusted Model,20420,2022-11-30,-0.053216847,-0.055163827,-0.058901691,21,100
Market-Adjusted Model,20421,2022-11-30,0.2134501979,0.3964088816,0.2077653534,21,100
Market-Adjusted Model,20422,2022-11-30,-0.350676781,-0.376370663,-0.356361626,21,100
Market-Adjusted Model,20425,2022-11-30,0.2693564642,0.2552709074,0.2636716197,21,100
Market-Adjusted Model,20426,2022-11-30,0.0059879703,0.0066749803,0.007888207,17,100
Market-Adjusted Model,20427,2022-11-30,-0.034420302,-0.04034273,-0.040105147,21,100
Market-Adjusted Model,20428,2022-11-30,-0.324538275,-0.353204325,-0.330223119,21,100
Market-Adjusted Model,20430,2022-11-30,-0.010322556,0.1514995839,-0.0160074,21,100
Market-Adjusted Model,20433,2022-11-30,0.0049950239,-0.002051192,-0.000689821,21,100
Market-Adjusted Model,20434,2022-11-30,0.0030623068,-0.026338968,-0.025895938,12,100
Market-Adjusted Model,20435,2022-11-30,-0.333333336,-0.401019001,-0.33901818,21,100
Market-Adjusted Model,20436,2022-11-30,-0.421383643,-0.486395652,-0.427068488,21,100
Market-Adjusted Model,20437,2022-11-30,0.2135306011,0.2026441494,0.2078457566,21,100
Market-Adjusted Model,20438,2022-11-30,-0.040290088,-0.037616531,-0.045974933,21,100
Market-Adjusted Model,20439,2022-11-30,-0.448798961,-0.434235715,-0.454483805,21,100
Market-Adjusted Model,20441,2022-11-30,-0.076923057,-0.078891141,-0.082607902,21,100
Market-Adjusted Model,20442,2022-11-30,0.9193857013,0.7295443514,0.9137008568,21,100
Market-Adjusted Model,20444,2022-11-30,0.0049899437,-0.002053538,-0.000694901,21,100
Market-Adjusted Model,20445,2022-11-30,0.0175438445,0.0145161762,0.011859,21,100
Market-Adjusted Model,20446,2022-11-30,0.0050346789,0.0068260777,0.0072043621,10,100
Market-Adjusted Model,20447,2022-11-30,-0.099502489,-0.103545871,-0.105187334,21,100
Market-Adjusted Model,20448,2022-11-30,-0.812562307,-1.385883725,-0.818247151,21,100
Market-Adjusted Model,20449,2022-11-30,-0.057777828,-0.059709963,-0.063462673,21,100
Market-Adjusted Model,20451,2022-11-30,0.0797342189,0.0781053075,0.0740493744,21,100
Market-Adjusted Model,20452,2022-11-30,-0.186962735,-0.193535122,-0.19264758,21,100
Market-Adjusted Model,20453,2022-11-30,-0.045229898,-0.03316922,-0.050914743,21,100
Market-Adjusted Model,20454,2022-11-30,0.0059879704,-0.00106221,0.0003031259,21,100
Market-Adjusted Model,20455,2022-11-30,-0.161570377,-0.137609316,-0.167255221,21,100
Market-Adjusted Model,20456,2022-11-30,-0.067183441,-0.073394641,-0.072868286,21,100
Market-Adjusted Model,20457,2022-11-30,0.0137770719,0.0145661232,0.0080922274,21,100
Market-Adjusted Model,20461,2022-11-30,-0.02640997,-0.030162523,-0.032094814,21,100
Market-Adjusted Model,20462,2022-11-30,-0.767773592,-1.226293948,-0.773458437,21,100
Market-Adjusted Model,20463,2022-11-30,0.0051483441,0.0065754129,-0.0005365,21,100
Market-Adjusted Model,20464,2022-11-30,-0.270633408,-0.309183226,-0.276318252,21,100
Market-Adjusted Model,20465,2022-11-30,0.0152671613,0.0144723687,0.0095823168,21,100
Market-Adjusted Model,20468,2022-11-30,-0.28308202,-0.310433843,-0.288766864,21,100
Market-Adjusted Model,20469,2022-11-30,-0.18969554,-0.209231096,-0.195380385,21,100
Market-Adjusted Model,20470,2022-11-30,0.0031634499,-0.003747556,-0.002521395,21,100
Market-Adjusted Model,20471,2022-11-30,-0.052083304,-0.049690742,-0.057768148,21,100
Market-Adjusted Model,20482,2022-11-30,0.0906773852,0.0815461176,0.0849925407,21,100
Market-Adjusted Model,20512,2022-11-30,0.0534868468,0.0468344961,0.0478020023,21,100
Market-Adjusted Model,20519,2022-11-30,-0.026736218,-0.033056779,-0.032421062,21,100
Market-Adjusted Model,20520,2022-11-30,0.0049238141,-0.001782665,-0.00076103,21,100
Market-Adjusted Model,20521,2022-11-30,0.0191407961,0.0121594852,0.0134559516,21,100
Market-Adjusted Model,20522,2022-11-30,-0.050561756,-0.040031645,-0.056246601,21,100
Market-Adjusted Model,20523,2022-11-30,0.0009970316,-0.006034003,-0.004687813,21,100
Market-Adjusted Model,20524,2022-11-30,-0.267184426,-0.295187326,-0.272869271,21,100
Market-Adjusted Model,20525,2022-11-30,-0.001360126,-0.030884484,-0.030462444,11,100
Market-Adjusted Model,20526,2022-11-30,-0.019214251,-0.025070621,-0.024899096,21,100
Market-Adjusted Model,20527,2022-11-30,-0.001977081,-0.00768947,-0.007661926,21,100
Market-Adjusted Model,20528,2022-11-30,0.01901404,0.0123722046,0.0133291955,21,100
Market-Adjusted Model,20529,2022-11-30,0.0038591372,-0.001832166,-0.001825707,21,100
Market-Adjusted Model,20530,2022-11-30,0.0362171498,0.0299889778,0.0305323053,21,100
Market-Adjusted Model,20531,2022-11-30,0.0160485841,0.0106094392,0.0103637396,21,100
Market-Adjusted Model,20532,2022-11-30,-0.006607942,-0.010875599,-0.012292786,21,100
Market-Adjusted Model,20533,2022-11-30,0.0455506215,0.0378556431,0.039865777,21,100
Market-Adjusted Model,20534,2022-11-30,0.0041711605,-0.004671753,-0.004475181,6,100
Market-Adjusted Model,20535,2022-11-30,0.020149542,0.0138711652,0.0144646975,21,100
Market-Adjusted Model,20536,2022-11-30,0.0068536191,0.0029071901,0.0011687746,21,100
Market-Adjusted Model,20537,2022-11-30,-0.007992,-0.014883902,-0.013676844,21,100
Market-Adjusted Model,20540,2022-11-30,0.0180922163,0.0117573111,0.0124073718,21,100
Market-Adjusted Model,20541,2022-11-30,0.0569876032,0.04907158,0.0513027587,21,100
Market-Adjusted Model,20544,2022-11-30,0.0185696278,0.0117923361,0.0128847833,21,100
Market-Adjusted Model,20545,2022-11-30,0.112582761,0.1138038319,0.1068979165,21,100
Market-Adjusted Model,20548,2022-11-30,0.0070210321,-0.00003098,0.0013361876,21,100
Market-Adjusted Model,20549,2022-11-30,0.0081645063,0.0011001358,0.0024796618,21,100
Market-Adjusted Model,20550,2022-11-30,0.0428963637,0.0362787021,0.0372115192,21,100
Market-Adjusted Model,20551,2022-11-30,0.0335889987,0.0260538649,0.0279041542,21,100
Market-Adjusted Model,20552,2022-11-30,-0.222222237,-0.236504891,-0.227907082,21,100
Market-Adjusted Model,20553,2022-11-30,-0.033550334,-0.034485679,-0.039235178,21,100
Market-Adjusted Model,20556,2022-11-30,0.0093476521,0.0022813298,0.0036628076,21,100
Market-Adjusted Model,20557,2022-11-30,0.0076190406,0.0007234974,0.0019341961,21,100
Market-Adjusted Model,20558,2022-11-30,-0.076566085,-0.081802264,-0.082250929,21,100
Market-Adjusted Model,20561,2022-11-30,-0.056603791,-0.042851308,-0.062288636,21,100
Market-Adjusted Model,20563,2022-11-30,0.0039999962,-0.003039785,-0.001684848,21,100
Market-Adjusted Model,20564,2022-11-30,0.3529412045,0.3469688441,0.34725636,21,100
Market-Adjusted Model,20565,2022-11-30,0.0027390592,-0.004298095,-0.002945785,21,100
Market-Adjusted Model,20566,2022-11-30,-0.158333375,-0.165853688,-0.16401822,21,100
Market-Adjusted Model,20567,2022-11-30,-0.099888841,-0.08976019,-0.105573686,21,100
Market-Adjusted Model,20569,2022-11-30,0.0049950239,-0.002050214,-0.000689821,21,100
Market-Adjusted Model,20572,2022-11-30,-0.295597501,-0.313854992,-0.301282346,21,100
Market-Adjusted Model,20573,2022-11-30,-0.011052642,0.0082637246,-0.016737486,21,100
Market-Adjusted Model,20574,2022-11-30,-0.541693154,-0.73901331,-0.547377998,21,100
Market-Adjusted Model,20575,2022-11-30,0.0412186419,0.0402345686,0.0355337974,21,100
Market-Adjusted Model,20576,2022-11-30,-0.215999984,-0.216946649,-0.221684828,21,100
Market-Adjusted Model,20578,2022-11-30,0.0381680016,0.0435778108,0.0324831571,21,100
Market-Adjusted Model,20579,2022-11-30,-0.12916663,0.2963657152,-0.134851474,21,100
Market-Adjusted Model,20580,2022-11-30,0.1625766816,0.1573214755,0.1568918371,21,100
Market-Adjusted Model,20581,2022-11-30,-0.142857129,-0.000844445,-0.148541974,21,100
Market-Adjusted Model,20582,2022-11-30,0.0034947427,-0.003544262,-0.002190102,21,100
Market-Adjusted Model,20583,2022-11-30,-0.000302441,0.0001326812,-0.005987286,21,100
Market-Adjusted Model,20584,2022-11-30,-0.660050251,-0.815687939,-0.665735096,21,100
Market-Adjusted Model,20585,2022-11-30,-0.001982103,-0.009011892,-0.007666948,21,100
Market-Adjusted Model,20586,2022-11-30,0.0119760361,0.0049328882,0.0062911916,21,100
Market-Adjusted Model,20587,2022-11-30,-0.190000007,-0.092699136,-0.195684852,21,100
Market-Adjusted Model,20588,2022-11-30,-0.219047626,-0.2379668,-0.224732471,21,100
Market-Adjusted Model,20591,2022-11-30,-0.004627257,-0.011644477,-0.010312101,21,100
Market-Adjusted Model,20592,2022-11-30,-0.00193395,-0.00608921,-0.007618794,21,100
Market-Adjusted Model,20593,2022-11-30,-0.153679608,-0.141295732,-0.159364452,21,100
Market-Adjusted Model,20594,2022-11-30,0.0237389478,0.0203647885,0.0150926065,6,100
Market-Adjusted Model,20595,2022-11-30,-0.003944768,-0.010180639,-0.009629612,21,100
Market-Adjusted Model,20596,2022-11-30,0.1926604599,0.2100348455,0.1869756154,21,100
Market-Adjusted Model,20598,2022-11-30,0.0747592777,0.0677426521,0.0690744332,21,100
Market-Adjusted Model,20599,2022-11-30,-0.173611096,-0.176369126,-0.179295941,21,100
Market-Adjusted Model,20600,2022-11-30,-0.456521749,-0.585044722,-0.462206593,21,100
Market-Adjusted Model,20601,2022-11-30,-0.208571437,-0.226898856,-0.214256281,21,100
Market-Adjusted Model,20603,2022-11-30,0.0057413763,-0.001310472,0.0000565318,21,100
Market-Adjusted Model,20604,2022-11-30,-0.071496072,-0.069698426,-0.077180917,21,100
Market-Adjusted Model,20605,2022-11-30,0.0029939853,-0.004047513,-0.002690859,21,100
Market-Adjusted Model,20606,2022-11-30,0.0458404064,0.0420588013,0.0401555619,21,100
Market-Adjusted Model,20607,2022-11-30,0.0014865596,-0.005428747,-0.004198285,21,100
Market-Adjusted Model,20608,2022-11-30,0.178728616,0.2176329224,0.1730437715,21,100
Market-Adjusted Model,20609,2022-11-30,-0.151515189,-0.150263407,-0.157200033,21,100
Market-Adjusted Model,20610,2022-11-30,-0.610519102,-0.785232821,-0.616203946,21,100
Market-Adjusted Model,20612,2022-11-30,0.006477022,-0.000223271,0.0007921775,21,100
Market-Adjusted Model,20613,2022-11-30,-0.322553194,-0.367659348,-0.328238039,21,100
Market-Adjusted Model,20614,2022-11-30,-0.110366512,-0.11037193,-0.116051356,21,100
Market-Adjusted Model,20615,2022-11-30,1.558922474,3.0777010168,1.5532376295,21,100
Market-Adjusted Model,20617,2022-11-30,-0.226337466,-0.241305032,-0.23202231,21,100
Market-Adjusted Model,20618,2022-11-30,-0.016077212,-0.018819686,-0.021762057,21,100
Market-Adjusted Model,20620,2022-11-30,-0.203338412,-0.172105547,-0.209023257,21,100
Market-Adjusted Model,20621,2022-11-30,-0.206810353,-0.186838407,-0.212495197,21,100
Market-Adjusted Model,20622,2022-11-30,0.014949528,0.0092832254,0.0092646835,21,100
Market-Adjusted Model,20623,2022-11-30,-0.113979988,-0.112138702,-0.119664832,21,100
Market-Adjusted Model,20624,2022-11-30,0.0029850482,-0.004044841,-0.002699796,21,100
Market-Adjusted Model,20628,2022-11-30,0.076433137,0.1154786512,0.0707482925,21,100
Market-Adjusted Model,20629,2022-11-30,-0.03101802,-0.037878336,-0.036702864,21,100
Market-Adjusted Model,20630,2022-11-30,0.1048951683,0.1107898756,0.0992103238,21,100
Market-Adjusted Model,20631,2022-11-30,-0.545286187,-0.708929561,-0.550971032,21,100
Market-Adjusted Model,20632,2022-11-30,0.4155844432,0.3954107683,0.4098995987,21,100
Market-Adjusted Model,20633,2022-11-30,-0.062782663,-0.044933119,-0.068467507,21,100
Market-Adjusted Model,20636,2022-11-30,-0.225000018,-0.244347894,-0.230684862,21,100
Market-Adjusted Model,20637,2022-11-30,-0.176829248,-0.169017384,-0.182514092,21,100
Market-Adjusted Model,20638,2022-11-30,0.0031642229,-0.003874817,-0.002520622,21,100
Market-Adjusted Model,20639,2022-11-30,-0.100000043,-0.088048342,-0.105684887,21,100
Market-Adjusted Model,20640,2022-11-30,0.9566867536,1.0183878895,0.9510019091,21,100
Market-Adjusted Model,20641,2022-11-30,0.6976743944,0.6178172022,0.6919895499,21,100
Market-Adjusted Model,20644,2022-11-30,-0.136343056,-0.137984265,-0.142027901,21,100
Market-Adjusted Model,20645,2022-11-30,0.9033817526,0.7583323378,0.8976969081,21,100
Market-Adjusted Model,20646,2022-11-30,-0.155476975,-0.162205615,-0.161161819,21,100
Market-Adjusted Model,20647,2022-11-30,0.0400000188,0.050062504,0.0343151743,21,100
Market-Adjusted Model,20648,2022-11-30,-0.069381947,-0.062281268,-0.075066791,21,100
Market-Adjusted Model,20649,2022-11-30,-0.126050457,-0.135511878,-0.131735302,21,100
Market-Adjusted Model,20652,2022-11-30,-0.172398162,-0.18700019,-0.178083006,21,100
Market-Adjusted Model,20653,2022-11-30,-0.133811218,-0.144769306,-0.139496062,21,100
Market-Adjusted Model,20654,2022-11-30,0.2023004616,0.1828733654,0.1966156171,21,100
Market-Adjusted Model,20655,2022-11-30,-0.736690639,-1.247336907,-0.742375483,21,100
Market-Adjusted Model,20656,2022-11-30,-0.031351042,-0.023333493,-0.037035887,21,100
Market-Adjusted Model,20657,2022-11-30,0.0406975995,0.0474716216,0.035012755,21,100
Market-Adjusted Model,20658,2022-11-30,-0.013043469,-0.004851719,-0.018728314,21,100
Market-Adjusted Model,20659,2022-11-30,-0.174738864,-0.19309683,-0.180423708,21,100
Market-Adjusted Model,20660,2022-11-30,0.0494076574,0.0419281773,0.0437228129,21,100
Market-Adjusted Model,20661,2022-11-30,-0.087987734,-0.088176572,-0.093672579,21,100
Market-Adjusted Model,20662,2022-11-30,-0.397557653,-0.41870259,-0.403242497,21,100
Market-Adjusted Model,20663,2022-11-30,1.0224491766,0.7913512444,1.0167643321,21,100
Market-Adjusted Model,20664,2022-11-30,-0.035206012,-0.040164031,-0.040890857,21,100
Market-Adjusted Model,20665,2022-11-30,0.0109889768,0.003960579,0.0053041323,21,100
Market-Adjusted Model,20666,2022-11-30,-0.008040193,-0.014852102,-0.013725038,21,100
Market-Adjusted Model,20667,2022-11-30,0.011546271,0.0067155629,0.0058614265,21,100
Market-Adjusted Model,20668,2022-11-30,0.0067464505,-0.000092297,0.001061606,21,100
Market-Adjusted Model,20670,2022-11-30,0.0924370231,0.0970016276,0.0867521786,21,100
Market-Adjusted Model,20671,2022-11-30,-0.001996053,-0.022993057,-0.030954298,12,100
Market-Adjusted Model,20672,2022-11-30,0.0534299842,0.0453346655,0.0477451397,21,100
Market-Adjusted Model,20673,2022-11-30,0.0224916305,0.0152768026,0.016806786,21,100
Market-Adjusted Model,20674,2022-11-30,-0.009523768,-0.012595909,-0.015208613,21,100
Market-Adjusted Model,20675,2022-11-30,0.0110330648,0.0039566791,0.0053482203,21,100
Market-Adjusted Model,20676,2022-11-30,0.0036303454,0.0043322406,0.0055305821,17,100
Market-Adjusted Model,20679,2022-11-30,0.0029939849,-0.004035094,-0.00269086,21,100
Market-Adjusted Model,20680,2022-11-30,-0.102102076,-0.10774786,-0.10778692,21,100
Market-Adjusted Model,20681,2022-11-30,0.0007558757,0.002622109,-0.004928969,21,100
Market-Adjusted Model,20682,2022-11-30,-0.044223284,-0.043712692,-0.049908128,21,100
Market-Adjusted Model,20683,2022-11-30,-0.001001024,-0.00753889,-0.006685869,21,100
Market-Adjusted Model,20684,2022-11-30,0.0487378137,0.0443239592,0.0430529692,21,100
Market-Adjusted Model,20686,2022-11-30,0.0110330645,0.0039644797,0.00534822,21,100
Market-Adjusted Model,20687,2022-11-30,0.0233092424,0.0203359196,0.0176243979,21,100
Market-Adjusted Model,20688,2022-11-30,0.0094544545,-0.003045723,-0.00173124,20,100
Market-Adjusted Model,20689,2022-11-30,0.0390138052,0.0314947949,0.0333289607,21,100
Market-Adjusted Model,20690,2022-11-30,0.035588163,0.0282080336,0.0299033185,21,100
Market-Adjusted Model,20692,2022-11-30,0.0103441157,0.0037299921,0.0046592712,21,100
Market-Adjusted Model,20695,2022-11-30,0.0177752321,0.012303763,0.0120903876,21,100
Market-Adjusted Model,20696,2022-11-30,0.0352096692,0.0278236702,0.0295248247,21,100
Market-Adjusted Model,20697,2022-11-30,0.0112538479,0.0052003016,0.0055690034,21,100
Market-Adjusted Model,20698,2022-11-30,0.0115764529,0.0048373262,0.0058916084,21,100
Market-Adjusted Model,20699,2022-11-30,0.0039578114,-0.002970943,-0.001727033,21,100
Market-Adjusted Model,20700,2022-11-30,-0.141379333,-0.141091652,-0.147064178,21,100
Market-Adjusted Model,20701,2022-11-30,0.0374916568,0.0304558282,0.0318068123,21,100
Market-Adjusted Model,20702,2022-11-30,0.0658147137,0.0579584189,0.0601298692,21,100
Market-Adjusted Model,20703,2022-11-30,0.0429959162,0.0359891102,0.0373110717,21,100
Market-Adjusted Model,20704,2022-11-30,0.0348028063,0.028417298,0.0291179618,21,100
Market-Adjusted Model,20705,2022-11-30,0.0186593956,0.0114878388,0.0129745511,21,100
Market-Adjusted Model,20708,2022-11-30,0.0533752178,0.0453717537,0.0476903733,21,100
Market-Adjusted Model,20709,2022-11-30,0.0025810753,-0.00336771,-0.003103769,21,100
Market-Adjusted Model,20711,2022-11-30,0.0129780418,0.0062192513,0.0072931973,21,100
Market-Adjusted Model,20712,2022-11-30,0.0092964556,0.0022607786,0.0036116111,21,100
Market-Adjusted Model,20713,2022-11-30,-0.001005049,-0.008031678,-0.006689893,21,100
Market-Adjusted Model,20716,2022-11-30,0.0015785546,-0.027812536,-0.02737969,12,100
Market-Adjusted Model,20717,2022-11-30,-0.45300752,-0.575136799,-0.458692364,21,100
Market-Adjusted Model,20718,2022-11-30,0.0267478942,0.0199962634,0.0210630497,21,100
Market-Adjusted Model,20719,2022-11-30,0.0213391202,0.0154446011,0.0156542757,21,100
Market-Adjusted Model,20720,2022-11-30,0.0404084812,0.0329226933,0.0347236367,21,100
Market-Adjusted Model,20721,2022-11-30,-0.049382742,0.0533440533,-0.055067586,21,100
Market-Adjusted Model,20724,2022-11-30,0.0000100741,-0.007010097,-0.00567477,21,100
Market-Adjusted Model,20725,2022-11-30,0.0179574051,0.0119931161,0.0122725606,21,100
Market-Adjusted Model,20726,2022-11-30,-0.492753624,-0.647426031,-0.498438468,21,100
Market-Adjusted Model,20727,2022-11-30,-0.259355929,-0.286080516,-0.265040773,21,100
Market-Adjusted Model,20728,2022-11-30,-0.016912135,-0.018408957,-0.022596979,21,100
Market-Adjusted Model,20729,2022-11-30,0.0190246126,0.0128352442,0.0133397681,21,100
Market-Adjusted Model,20731,2022-11-30,0.0065065601,-0.000529714,0.0008217156,21,100
Market-Adjusted Model,20732,2022-11-30,0.050586573,0.0424378031,0.0449017285,21,100
Market-Adjusted Model,20733,2022-11-30,0.9111518201,0.6960877921,0.9054669756,21,100
Market-Adjusted Model,20734,2022-11-30,-0.020416702,-0.025872516,-0.026101547,21,100
Market-Adjusted Model,20735,2022-11-30,-0.055714265,-0.060441178,-0.061399109,21,100
Market-Adjusted Model,20737,2022-11-30,0.4117647885,0.4620428938,0.406079944,21,100
Market-Adjusted Model,20738,2022-11-30,0.0050100393,-0.002034467,-0.000674805,21,100
Market-Adjusted Model,20739,2022-11-30,6.409397E-9,0.008526363,-0.005684838,21,100
Market-Adjusted Model,20740,2022-11-30,0.0045022586,-0.002531758,-0.001182586,21,100
