Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,17062,2022-11-30,0.0743061706,0.0653146612,0.0686213261,21,100
Market-Adjusted Model,17063,2022-11-30,0.0405099241,0.0348685121,0.0348250796,21,100
Market-Adjusted Model,17066,2022-11-30,-0.016423114,-0.020518359,-0.022107958,21,100
Market-Adjusted Model,17067,2022-11-30,-0.039808063,-0.046253982,-0.045492907,21,100
Market-Adjusted Model,17068,2022-11-30,0.0350877238,0.0282524447,0.0294028793,21,100
Market-Adjusted Model,17069,2022-11-30,0.0383885063,0.0316564986,0.0327036618,21,100
Market-Adjusted Model,17070,2022-11-30,0.1013684796,0.092670433,0.0956836351,21,100
Market-Adjusted Model,17071,2022-11-30,0.0394195816,0.0324160101,0.0337347371,21,100
Market-Adjusted Model,17073,2022-11-30,-0.201911597,-0.218455284,-0.207596441,21,100
Market-Adjusted Model,17074,2022-11-30,0.0430520728,0.0360055313,0.0373672283,21,100
Market-Adjusted Model,17075,2022-11-30,0.143108544,0.1321695228,0.1374236995,21,100
Market-Adjusted Model,17076,2022-11-30,-0.019279351,-0.025592256,-0.024964195,21,100
Market-Adjusted Model,17077,2022-11-30,-0.084394911,-0.091335182,-0.090079756,21,100
Market-Adjusted Model,17078,2022-11-30,0.0368799342,0.030617954,0.0311950897,21,100
Market-Adjusted Model,17081,2022-11-30,-0.014824694,-0.020991893,-0.020509538,21,100
Market-Adjusted Model,17082,2022-11-30,-0.015011801,-0.020425428,-0.020696645,21,100
Market-Adjusted Model,17083,2022-11-30,0.0111501534,0.0051839615,0.0054653089,21,100
Market-Adjusted Model,17084,2022-11-30,0.0235741511,0.0173905475,0.0178893066,21,100
Market-Adjusted Model,17085,2022-11-30,0.0138782055,0.0080160769,0.008193361,21,100
Market-Adjusted Model,17088,2022-11-30,0.0063291118,0.0214367193,0.0006442673,21,100
Market-Adjusted Model,17089,2022-11-30,-0.004700711,-0.010314781,-0.010385556,21,100
Market-Adjusted Model,17090,2022-11-30,-0.328859063,-0.386084711,-0.334543908,21,100
Market-Adjusted Model,17091,2022-11-30,0.4273077852,0.4386821786,0.4216229407,21,100
Market-Adjusted Model,17092,2022-11-30,0.0159744257,0.0148685712,0.0102895812,21,100
Market-Adjusted Model,17093,2022-11-30,-0.200937938,-0.22252031,-0.206622782,21,100
Market-Adjusted Model,17094,2022-11-30,-0.032388631,-0.031479275,-0.038073475,21,100
Market-Adjusted Model,17095,2022-11-30,-0.010854806,-0.015792293,-0.01653965,21,100
Market-Adjusted Model,17096,2022-11-30,0.0415741438,0.0387205703,0.0358892993,21,100
Market-Adjusted Model,17100,2022-11-30,-0.167883226,-0.168258486,-0.173568071,21,100
Market-Adjusted Model,17103,2022-11-30,-0.210375845,-0.235086727,-0.216060689,21,100
Market-Adjusted Model,17104,2022-11-30,0.1237201044,0.1316156453,0.1180352599,21,100
Market-Adjusted Model,17105,2022-11-30,-0.56062825,-0.776796496,-0.566313095,21,100
Market-Adjusted Model,17106,2022-11-30,0.3157355112,0.3038028161,0.3100506667,21,100
Market-Adjusted Model,17107,2022-11-30,-0.338286154,-0.396978472,-0.343970999,21,100
Market-Adjusted Model,17108,2022-11-30,-0.149955835,-0.164053066,-0.155640679,21,100
Market-Adjusted Model,17109,2022-11-30,-0.040620529,-0.019425291,-0.046305373,21,100
Market-Adjusted Model,17110,2022-11-30,-0.21862273,-0.228180379,-0.224307574,21,100
Market-Adjusted Model,17112,2022-11-30,0.0408011177,0.0330766518,0.0351162732,21,100
Market-Adjusted Model,17113,2022-11-30,-0.090013732,-0.0693047,-0.095698577,21,100
Market-Adjusted Model,17115,2022-11-30,-0.106122439,-0.10881423,-0.111807283,21,100
Market-Adjusted Model,17116,2022-11-30,-0.213403885,-0.234183217,-0.219088729,21,100
Market-Adjusted Model,17117,2022-11-30,-0.020067914,-0.025376769,-0.025752758,21,100
Market-Adjusted Model,17120,2022-11-30,-0.214805145,-0.223510193,-0.220489989,21,100
Market-Adjusted Model,17121,2022-11-30,-0.00314465,-0.007494156,-0.008829495,21,100
Market-Adjusted Model,17122,2022-11-30,-0.007837016,0.0026461394,-0.013521861,21,100
Market-Adjusted Model,17123,2022-11-30,-0.006646982,-0.012329607,-0.012331826,21,100
Market-Adjusted Model,17124,2022-11-30,0.0508823563,0.0430197068,0.0451975118,21,100
Market-Adjusted Model,17125,2022-11-30,-0.007419344,-0.000058392,-0.013104188,21,100
Market-Adjusted Model,17126,2022-11-30,0.0011905034,0.0033976216,-0.004494341,21,100
Market-Adjusted Model,17130,2022-11-30,-0.13919407,-0.151811906,-0.144878914,21,100
Market-Adjusted Model,17131,2022-11-30,-0.144078072,-0.157660234,-0.149762917,21,100
Market-Adjusted Model,17132,2022-11-30,0.0288550575,0.0220505394,0.023170213,21,100
Market-Adjusted Model,17133,2022-11-30,-0.119749792,-0.124073917,-0.125434636,21,100
Market-Adjusted Model,17134,2022-11-30,0.2554160811,0.2791951984,0.2497312366,21,100
Market-Adjusted Model,17135,2022-11-30,0.1029411681,0.1076768309,0.0972563236,21,100
Market-Adjusted Model,17137,2022-11-30,-0.054400026,-0.059872289,-0.060084871,21,100
Market-Adjusted Model,17138,2022-11-30,0.019779919,0.0137031698,0.0140950745,21,100
Market-Adjusted Model,17139,2022-11-30,-0.064999987,-0.053050128,-0.070684832,21,100
Market-Adjusted Model,17140,2022-11-30,-0.306188872,-0.355656437,-0.311873717,21,100
Market-Adjusted Model,17141,2022-11-30,0.1666666434,0.1576834935,0.1609817989,21,100
Market-Adjusted Model,17142,2022-11-30,0.0142814677,0.0081728828,0.0085966232,21,100
Market-Adjusted Model,17144,2022-11-30,0.1345979025,0.1208202448,0.128913058,21,100
Market-Adjusted Model,17146,2022-11-30,1.3859649836,0.9372192338,1.3802801391,21,100
Market-Adjusted Model,17147,2022-11-30,-0.62649784,-0.583315418,-0.632182685,21,100
Market-Adjusted Model,17148,2022-11-30,-0.033106913,-0.038409643,-0.038791757,21,100
Market-Adjusted Model,17150,2022-11-30,0.1481481502,0.175120574,0.1424633057,21,100
Market-Adjusted Model,17151,2022-11-30,-0.046571738,-0.052533078,-0.052256582,21,100
Market-Adjusted Model,17155,2022-11-30,0.0825544738,0.0818625892,0.0768696293,21,100
Market-Adjusted Model,17157,2022-11-30,0.1382499767,0.1351433583,0.1325651322,21,100
Market-Adjusted Model,17178,2022-11-30,-0.016438403,-0.001253723,-0.022123247,21,100
Market-Adjusted Model,17183,2022-11-30,0.0072448033,0.0008121507,0.0015599588,21,100
Market-Adjusted Model,17184,2022-11-30,0.0355325035,0.0279613058,0.029847659,21,100
Market-Adjusted Model,17190,2022-11-30,0.0132735037,0.0061758515,0.0075886592,21,100
Market-Adjusted Model,17191,2022-11-30,-0.005271356,-0.010880621,-0.0109562,21,100
Market-Adjusted Model,17192,2022-11-30,-0.069691294,-0.07582737,-0.075376138,21,100
Market-Adjusted Model,17193,2022-11-30,-0.017946592,-0.023211338,-0.023631436,21,100
Market-Adjusted Model,17200,2022-11-30,-0.085993524,-0.094846392,-0.091678368,21,100
Market-Adjusted Model,17201,2022-11-30,0.3072687077,0.3160051535,0.3015838632,21,100
Market-Adjusted Model,17205,2022-11-30,0.1450864923,0.1311764938,0.1394016478,21,100
Market-Adjusted Model,17213,2022-11-30,0.0716979741,0.0630645332,0.0660131296,21,100
Market-Adjusted Model,17214,2022-11-30,0.1147581123,0.1026058627,0.1090732678,21,100
Market-Adjusted Model,17221,2022-11-30,-0.079288192,-0.082549794,-0.084973037,21,100
Market-Adjusted Model,17222,2022-11-30,0.0186170002,0.0249464056,0.0129321557,21,100
Market-Adjusted Model,17223,2022-11-30,0.0790621104,0.0714618685,0.0733772659,21,100
Market-Adjusted Model,17226,2022-11-30,0.0198883357,0.0144113156,0.0142034912,21,100
Market-Adjusted Model,17227,2022-11-30,-0.030042871,-0.03375077,-0.035727715,21,100
Market-Adjusted Model,17228,2022-11-30,0.0256592835,0.0184711126,0.019974439,21,100
Market-Adjusted Model,17229,2022-11-30,0.0130637378,0.0068341934,0.0073788933,21,100
Market-Adjusted Model,17230,2022-11-30,-0.041569036,-0.045756805,-0.047253881,21,100
Market-Adjusted Model,17234,2022-11-30,-0.624840789,-0.803281883,-0.630525634,21,100
Market-Adjusted Model,17235,2022-11-30,0.030243793,0.02323358,0.0245589485,21,100
Market-Adjusted Model,17236,2022-11-30,0.0254846964,0.0184667561,0.0197998519,21,100
Market-Adjusted Model,17237,2022-11-30,0.0201123783,0.0131007171,0.0144275338,21,100
Market-Adjusted Model,17238,2022-11-30,0.0297739428,0.0237254181,0.0240890983,21,100
Market-Adjusted Model,17243,2022-11-30,0.0426402165,0.0353474701,0.036955372,21,100
Market-Adjusted Model,17244,2022-11-30,0.040641285,0.0335408483,0.0349564405,21,100
Market-Adjusted Model,17245,2022-11-30,-5.277032E-9,0.0525375107,-0.00568485,21,100
Market-Adjusted Model,17246,2022-11-30,0.0110330632,0.0064983433,0.0053482187,21,100
Market-Adjusted Model,17247,2022-11-30,0.0531757921,0.0454564054,0.0474909476,21,100
Market-Adjusted Model,17249,2022-11-30,-0.076378657,-0.082011818,-0.082063502,21,100
Market-Adjusted Model,17250,2022-11-30,-0.127146566,-0.132692737,-0.13283141,21,100
Market-Adjusted Model,17251,2022-11-30,-0.012072438,0.0321752035,-0.017757283,21,100
Market-Adjusted Model,17252,2022-11-30,-0.196850392,-0.212407066,-0.202535237,21,100
Market-Adjusted Model,17253,2022-11-30,0.0359629268,0.0297936699,0.0302780823,21,100
Market-Adjusted Model,17254,2022-11-30,-0.386715836,-0.463555131,-0.39240068,21,100
Market-Adjusted Model,17262,2022-11-30,-0.09230768,-0.064000086,-0.097992524,21,100
Market-Adjusted Model,17263,2022-11-30,-0.005555551,-0.000187849,-0.011240396,21,100
Market-Adjusted Model,17264,2022-11-30,0.0283325577,0.0214571632,0.0226477132,21,100
Market-Adjusted Model,17265,2022-11-30,0.0225824785,0.0164530384,0.016897634,21,100
Market-Adjusted Model,17266,2022-11-30,-0.368183503,-0.440391517,-0.373868347,21,100
Market-Adjusted Model,17269,2022-11-30,-0.058296011,-0.050049395,-0.063980855,21,100
Market-Adjusted Model,17270,2022-11-30,-0.232222216,-0.237563426,-0.237907061,21,100
Market-Adjusted Model,17271,2022-11-30,-0.001505983,-0.004102909,-0.007190828,21,100
Market-Adjusted Model,17272,2022-11-30,-0.486981644,-0.537951249,-0.492666489,21,100
Market-Adjusted Model,17281,2022-11-30,-0.071366354,-0.072256233,-0.077051199,21,100
Market-Adjusted Model,17286,2022-11-30,0.1035196714,0.1098616203,0.0978348269,21,100
Market-Adjusted Model,17287,2022-11-30,-0.049930671,-0.05684554,-0.055615515,21,100
Market-Adjusted Model,17296,2022-11-30,0.0198567277,0.0145729496,0.0141718832,21,100
Market-Adjusted Model,17297,2022-11-30,0.0634514215,0.0563258766,0.057766577,21,100
Market-Adjusted Model,17298,2022-11-30,0.0289115769,0.0220895994,0.0232267324,21,100
Market-Adjusted Model,17300,2022-11-30,-0.002622947,-0.008948146,-0.008307791,21,100
Market-Adjusted Model,17301,2022-11-30,0.2337704713,0.2431180913,0.2280856268,21,100
Market-Adjusted Model,17302,2022-11-30,0.0283653951,0.0239367453,0.0226805506,21,100
Market-Adjusted Model,17303,2022-11-30,-0.008971759,0.0003999599,0.0007535794,18,100
Market-Adjusted Model,17307,2022-11-30,0.080252733,0.071186965,0.0745678885,21,100
Market-Adjusted Model,17309,2022-11-30,-0.104132247,-0.101460806,-0.109817092,21,100
Market-Adjusted Model,17310,2022-11-30,0.0122549512,0.0086185871,0.0065701067,21,100
Market-Adjusted Model,17313,2022-11-30,-0.103353817,-0.10250298,-0.109038661,21,100
Market-Adjusted Model,17315,2022-11-30,0.1825396988,0.2170169142,0.1768548543,21,100
Market-Adjusted Model,17316,2022-11-30,-0.06291392,-0.053601304,-0.068598764,21,100
Market-Adjusted Model,17317,2022-11-30,-0.04483694,-0.042497456,-0.050521785,21,100
Market-Adjusted Model,17318,2022-11-30,-0.034545439,-0.031618468,-0.040230283,21,100
Market-Adjusted Model,17323,2022-11-30,-0.236831535,-0.26421683,-0.242516379,21,100
Market-Adjusted Model,17324,2022-11-30,-0.335294095,-0.377535523,-0.34097894,21,100
Market-Adjusted Model,17325,2022-11-30,-0.347593574,-0.410612826,-0.353278418,21,100
Market-Adjusted Model,17326,2022-11-30,-0.301578961,-0.31658934,-0.307263805,21,100
Market-Adjusted Model,17327,2022-11-30,-0.062893096,-0.067916637,-0.06857794,21,100
Market-Adjusted Model,17328,2022-11-30,0.0026129753,-0.001907513,-0.003071869,21,100
Market-Adjusted Model,17330,2022-11-30,-0.027310949,-0.032657152,-0.032995793,21,100
Market-Adjusted Model,17332,2022-11-30,-0.135539774,-0.147798373,-0.141224618,21,100
Market-Adjusted Model,17341,2022-11-30,-0.100182723,-0.092920624,-0.105867568,21,100
Market-Adjusted Model,17342,2022-11-30,0.0417031993,0.0370326494,0.0360183548,21,100
Market-Adjusted Model,17343,2022-11-30,0.1943907274,0.1782754417,0.1887058829,21,100
Market-Adjusted Model,17344,2022-11-30,0.0108695562,0.0101303831,0.0051847117,21,100
Market-Adjusted Model,17345,2022-11-30,-0.070084038,-0.066088975,-0.075768882,21,100
Market-Adjusted Model,17346,2022-11-30,0.9091614833,0.736855852,0.9034766388,21,100
Market-Adjusted Model,17349,2022-11-30,0.176108417,0.1729627702,0.1704235725,21,100
Market-Adjusted Model,17350,2022-11-30,-0.041994713,-0.048391117,-0.047679557,21,100
Market-Adjusted Model,17351,2022-11-30,-0.185988289,-0.198238593,-0.191673133,21,100
Market-Adjusted Model,17353,2022-11-30,0.0861965244,0.0776686846,0.0805116799,21,100
Market-Adjusted Model,17354,2022-11-30,-0.342105256,-0.393267853,-0.347790101,21,100
Market-Adjusted Model,17357,2022-11-30,0.1893490613,0.17551681,0.1836642168,21,100
Market-Adjusted Model,17358,2022-11-30,-0.025000043,0.0145979054,-0.030684888,21,100
Market-Adjusted Model,17359,2022-11-30,0.0377212588,0.031621234,0.0320364143,21,100
Market-Adjusted Model,17360,2022-11-30,-0.183098591,-0.200542756,-0.188783436,21,100
Market-Adjusted Model,17361,2022-11-30,-0.183098591,-0.192536021,-0.188783435,21,100
Market-Adjusted Model,17362,2022-11-30,0.3646616578,0.3747862862,0.3589768133,21,100
Market-Adjusted Model,17365,2022-11-30,-0.061506586,-0.067025967,-0.067191431,21,100
Market-Adjusted Model,17366,2022-11-30,-0.409277704,-0.502353525,-0.414962549,21,100
Market-Adjusted Model,17367,2022-11-30,-0.005617967,-0.005206295,-0.011302811,21,100
Market-Adjusted Model,17368,2022-11-30,0.0407801479,0.0336400174,0.0350953034,21,100
Market-Adjusted Model,17369,2022-11-30,-0.191588826,-0.147104925,-0.19727367,21,100
Market-Adjusted Model,17370,2022-11-30,0.0151515024,0.0270378637,0.0094666579,21,100
Market-Adjusted Model,17372,2022-11-30,-0.002473185,0.0075034553,-0.00815803,21,100
Market-Adjusted Model,17373,2022-11-30,-0.103004298,-0.112493612,-0.108689143,21,100
Market-Adjusted Model,17374,2022-11-30,0.1132449628,0.1249754993,0.1075601183,21,100
Market-Adjusted Model,17375,2022-11-30,0.0205101911,0.014634334,0.0148253466,21,100
Market-Adjusted Model,17377,2022-11-30,0.1975609719,0.1919290493,0.1918761274,21,100
Market-Adjusted Model,17378,2022-11-30,0.3600000109,0.325033973,0.3543151664,21,100
Market-Adjusted Model,17379,2022-11-30,-0.080357176,-0.077457275,-0.08604202,21,100
Market-Adjusted Model,17380,2022-11-30,0.5525000209,0.5610896308,0.5468151764,21,100
Market-Adjusted Model,17381,2022-11-30,-0.14571428,-0.160149172,-0.151399125,21,100
Market-Adjusted Model,17382,2022-11-30,-0.209046509,-0.2074993,-0.214731354,21,100
Market-Adjusted Model,17383,2022-11-30,0.0108611561,0.0058353361,0.0051763116,21,100
Market-Adjusted Model,17384,2022-11-30,-0.009275195,-0.013666542,-0.01496004,21,100
Market-Adjusted Model,17385,2022-11-30,-0.029598948,-0.034891959,-0.035283792,21,100
Market-Adjusted Model,17389,2022-11-30,-0.05931967,-0.06571416,-0.065004514,21,100
Market-Adjusted Model,17390,2022-11-30,0.0209991988,0.0150377157,0.0153143543,21,100
Market-Adjusted Model,17391,2022-11-30,0.0398021522,0.0331489802,0.0341173077,21,100
Market-Adjusted Model,17392,2022-11-30,-0.053955768,-0.060644926,-0.059640613,21,100
Market-Adjusted Model,17393,2022-11-30,-0.051850369,-0.059765313,-0.057535214,21,100
Market-Adjusted Model,17395,2022-11-30,0.0264489822,0.0196215607,0.0207641377,21,100
Market-Adjusted Model,17397,2022-11-30,0.0030111724,-0.004023127,-0.002673672,21,100
Market-Adjusted Model,17406,2022-11-30,0.0369707329,0.03006473,0.0312858884,21,100
Market-Adjusted Model,17407,2022-11-30,0.0065019127,0.0000290031,0.0008170682,21,100
Market-Adjusted Model,17412,2022-11-30,0.002628425,-0.003430221,-0.00305642,21,100
Market-Adjusted Model,17415,2022-11-30,-0.007547153,-0.01416403,-0.013231998,21,100
Market-Adjusted Model,17440,2022-11-30,0.0172695498,0.0109808852,0.0115847053,21,100
Market-Adjusted Model,17444,2022-11-30,-0.034770511,-0.030944796,-0.040455356,21,100
Market-Adjusted Model,17445,2022-11-30,0.010585926,0.0043909673,0.0049010815,21,100
Market-Adjusted Model,17446,2022-11-30,0.0000530129,-0.005993211,-0.005631832,21,100
Market-Adjusted Model,17447,2022-11-30,0.0137933941,0.0076320994,0.0081085496,21,100
Market-Adjusted Model,17449,2022-11-30,0.0121410922,0.0058321864,0.0064562477,21,100
Market-Adjusted Model,17450,2022-11-30,0.0198529055,0.0138249385,0.014168061,21,100
Market-Adjusted Model,17453,2022-11-30,-0.018127818,-0.022225052,-0.023812663,21,100
Market-Adjusted Model,17454,2022-11-30,0.0106862487,0.004943028,0.0050014042,21,100
Market-Adjusted Model,17456,2022-11-30,0.0353207272,0.0279396458,0.0296358827,21,100
Market-Adjusted Model,17457,2022-11-30,0.0529924286,0.0448616571,0.0473075841,21,100
Market-Adjusted Model,17459,2022-11-30,0.0449505883,0.0380505153,0.0392657438,21,100
Market-Adjusted Model,17460,2022-11-30,0.0850862863,0.0757225228,0.0794014418,21,100
Market-Adjusted Model,17461,2022-11-30,0.0064273867,-0.000631212,0.0007425422,21,100
Market-Adjusted Model,17464,2022-11-30,0.0191575408,0.0145420154,0.0134726963,21,100
Market-Adjusted Model,17466,2022-11-30,0.0076719333,0.0017611592,0.0019870888,21,100
Market-Adjusted Model,17469,2022-11-30,0.0031159985,-0.003921767,-0.002568846,21,100
Market-Adjusted Model,17473,2022-11-30,0.0256770009,0.0186540808,0.0199921564,21,100
Market-Adjusted Model,17476,2022-11-30,0.0102339733,0.0042098286,0.0045491288,21,100
Market-Adjusted Model,17477,2022-11-30,0.0480995605,0.042195744,0.042414716,21,100
Market-Adjusted Model,17478,2022-11-30,0.0201637084,0.0153868716,0.0144788639,21,100
Market-Adjusted Model,17479,2022-11-30,0.0051608312,-0.00189097,-0.000524013,21,100
Market-Adjusted Model,17480,2022-11-30,0.0124573125,0.0058498018,0.006772468,21,100
Market-Adjusted Model,17483,2022-11-30,0.0445374027,0.0368709623,0.0388525582,21,100
Market-Adjusted Model,17484,2022-11-30,0.0255454836,0.0185396219,0.0198606391,21,100
Market-Adjusted Model,17485,2022-11-30,-0.00691477,-0.012353243,-0.012599615,21,100
Market-Adjusted Model,17489,2022-11-30,0.0030881528,-0.003947933,-0.002596692,21,100
Market-Adjusted Model,17490,2022-11-30,0.0034106209,-0.002981972,-0.002274224,21,100
Market-Adjusted Model,17491,2022-11-30,0.0432592823,0.0358763998,0.0375744378,21,100
Market-Adjusted Model,17506,2022-11-30,0.0157078839,0.0086352095,0.0100230394,21,100
Market-Adjusted Model,17512,2022-11-30,-0.009821639,-0.015254259,-0.015506484,21,100
Market-Adjusted Model,17513,2022-11-30,0.0067352799,-0.000314564,0.0010504354,21,100
Market-Adjusted Model,17514,2022-11-30,0.0213830152,0.0151910591,0.0156981707,21,100
Market-Adjusted Model,17517,2022-11-30,0.0286555556,0.0216068607,0.0229707111,21,100
Market-Adjusted Model,17518,2022-11-30,0.0072116731,0.0011975959,0.0015268286,21,100
Market-Adjusted Model,17519,2022-11-30,0.0048097662,-0.002240648,-0.000875078,21,100
Market-Adjusted Model,17520,2022-11-30,0.0308347679,0.0234276601,0.0251499234,21,100
Market-Adjusted Model,17521,2022-11-30,0.0319963697,0.0248418526,0.0263115252,21,100
Market-Adjusted Model,17522,2022-11-30,0.1187667743,0.1089567092,0.1130819298,21,100
Market-Adjusted Model,17524,2022-11-30,0.038752598,0.0316032344,0.0330677535,21,100
Market-Adjusted Model,17526,2022-11-30,0.0175053051,0.0105088298,0.0118204606,21,100
Market-Adjusted Model,17528,2022-11-30,0.0224829804,0.0167877866,0.0167981359,21,100
Market-Adjusted Model,17530,2022-11-30,-0.001119079,-0.006692616,-0.006803924,21,100
Market-Adjusted Model,17533,2022-11-30,0.0231524745,0.015983886,0.01746763,21,100
Market-Adjusted Model,17534,2022-11-30,0.0009310612,-0.00566221,-0.004753783,21,100
Market-Adjusted Model,17540,2022-11-30,0.0201024156,0.0149428014,0.0144175711,21,100
Market-Adjusted Model,17541,2022-11-30,0.0190287415,0.0126955227,0.013343897,21,100
Market-Adjusted Model,17542,2022-11-30,0.0315995838,0.0265348862,0.0259147393,21,100
Market-Adjusted Model,17543,2022-11-30,0.0099688396,0.004141067,0.0042839951,21,100
Market-Adjusted Model,17544,2022-11-30,-0.015685185,-0.021280817,-0.021370029,21,100
Market-Adjusted Model,17545,2022-11-30,0.0247160289,0.0190699869,0.0190311844,21,100
Market-Adjusted Model,17546,2022-11-30,0.0473988263,0.0399312595,0.0417139818,21,100
Market-Adjusted Model,17547,2022-11-30,0.0428402142,0.0363816392,0.0371553697,21,100
Market-Adjusted Model,17561,2022-11-30,0.0027770309,-0.004264187,-0.002907814,21,100
Market-Adjusted Model,17562,2022-11-30,0.0027705957,-0.003148526,-0.002914249,21,100
Market-Adjusted Model,17563,2022-11-30,0.0029406305,-0.003546095,-0.002744214,21,100
Market-Adjusted Model,17565,2022-11-30,0.0424377168,0.0350643968,0.0367528723,21,100
Market-Adjusted Model,17568,2022-11-30,-0.005199432,-0.011896923,-0.010884276,21,100
Market-Adjusted Model,17569,2022-11-30,-0.023033112,-0.028849176,-0.028717957,21,100
Market-Adjusted Model,17570,2022-11-30,0.0209992713,0.0147291032,0.0153144268,21,100
Market-Adjusted Model,17571,2022-11-30,-0.01496821,-0.020530297,-0.020653054,21,100
Market-Adjusted Model,17572,2022-11-30,0.0208847253,0.0143013235,0.0151998808,21,100
Market-Adjusted Model,17573,2022-11-30,0.0268981613,0.0200312456,0.0212133168,21,100
Market-Adjusted Model,17575,2022-11-30,0.0318046844,0.0246597382,0.0261198399,21,100
Market-Adjusted Model,17576,2022-11-30,0.0326906438,0.0253126317,0.0270057993,21,100
Market-Adjusted Model,17577,2022-11-30,0.0067113578,-0.000282767,0.0010265133,21,100
Market-Adjusted Model,17578,2022-11-30,0.0350335584,0.0283474638,0.0293487139,21,100
Market-Adjusted Model,17579,2022-11-30,-0.01001877,-0.015594325,-0.015703615,21,100
Market-Adjusted Model,17580,2022-11-30,0.0097579435,0.0039241698,0.004073099,21,100
Market-Adjusted Model,17581,2022-11-30,0.0336142453,0.0267672905,0.0279294008,21,100
Market-Adjusted Model,17583,2022-11-30,0.0124725359,0.0063899028,0.0067876914,21,100
Market-Adjusted Model,17584,2022-11-30,-0.028857096,-0.034743047,-0.034541941,21,100
Market-Adjusted Model,17586,2022-11-30,0.0369718403,0.029982691,0.0312869958,21,100
Market-Adjusted Model,17587,2022-11-30,-0.000907969,-0.007087226,-0.006592814,21,100
Market-Adjusted Model,17589,2022-11-30,0.0281871728,0.0209111252,0.0225023283,21,100
Market-Adjusted Model,17591,2022-11-30,-0.050806279,-0.055375185,-0.056491124,21,100
Market-Adjusted Model,17593,2022-11-30,0.0213264168,0.0142125698,0.0156415723,21,100
Market-Adjusted Model,17595,2022-11-30,0.043184906,0.0360736048,0.0375000615,21,100
Market-Adjusted Model,17598,2022-11-30,0.0067866209,0.0010540543,0.0011017764,21,100
Market-Adjusted Model,17599,2022-11-30,0.0099462568,0.0031153509,0.0042614123,21,100
Market-Adjusted Model,17600,2022-11-30,0.003166193,-0.003853837,-0.002518651,21,100
Market-Adjusted Model,17601,2022-11-30,0.0003931161,-0.005063598,-0.005291728,21,100
Market-Adjusted Model,17607,2022-11-30,0.0128985401,0.0057937097,0.0072136956,21,100
Market-Adjusted Model,17608,2022-11-30,0.0567479631,0.0484586562,0.0510631186,21,100
Market-Adjusted Model,17610,2022-11-30,0.0124005319,0.0063369156,0.0067156874,21,100
Market-Adjusted Model,17613,2022-11-30,0.0384440699,0.0315259247,0.0327592254,21,100
Market-Adjusted Model,17614,2022-11-30,-0.020536105,-0.027025107,-0.026220949,21,100
Market-Adjusted Model,17615,2022-11-30,0.0236348399,0.0171470084,0.0179499954,21,100
Market-Adjusted Model,17620,2022-11-30,0.0112935756,0.0026076622,0.0026472342,6,100
Market-Adjusted Model,17621,2022-11-30,0.0205609757,0.0138411451,0.0148761312,21,100
Market-Adjusted Model,17622,2022-11-30,-0.01298027,-0.018791264,-0.018665115,21,100
Market-Adjusted Model,17623,2022-11-30,-0.00650925,-0.012468419,-0.012194094,21,100
Market-Adjusted Model,17624,2022-11-30,-0.002150937,-0.007949746,-0.007835781,21,100
Market-Adjusted Model,17625,2022-11-30,-0.011717649,-0.017376505,-0.017402493,21,100
Market-Adjusted Model,17626,2022-11-30,0.0579709596,0.0501251779,0.0522861151,21,100
Market-Adjusted Model,17628,2022-11-30,0.0135152299,0.0064444074,0.0078303854,21,100
Market-Adjusted Model,17629,2022-11-30,0.0323890705,0.0252836283,0.026704226,21,100
Market-Adjusted Model,17630,2022-11-30,0.0500128155,0.04219306,0.044327971,21,100
Market-Adjusted Model,17631,2022-11-30,0.0272654699,0.0212023877,0.0215806254,21,100
Market-Adjusted Model,17633,2022-11-30,0.0272131944,0.0201246561,0.0215283499,21,100
Market-Adjusted Model,17634,2022-11-30,0.0130861697,0.0063323535,0.0074013252,21,100
Market-Adjusted Model,17644,2022-11-30,0.0510427737,0.0434327514,0.0453579292,21,100
Market-Adjusted Model,17645,2022-11-30,0.0132659565,0.006190275,0.007581112,21,100
Market-Adjusted Model,17649,2022-11-30,0.010193496,0.0039050975,0.0045086515,21,100
Market-Adjusted Model,17650,2022-11-30,0.0513811558,0.044033291,0.0456963113,21,100
Market-Adjusted Model,17653,2022-11-30,0.0534804908,0.045774667,0.0477956463,21,100
Market-Adjusted Model,17656,2022-11-30,0.0584989872,0.0505753143,0.0528141427,21,100
Market-Adjusted Model,17657,2022-11-30,-0.009659571,-0.016143884,-0.015344416,21,100
Market-Adjusted Model,17658,2022-11-30,0.0050801413,-0.001388177,-0.000604703,21,100
Market-Adjusted Model,17659,2022-11-30,0.0104649814,0.0040508951,0.0047801369,21,100
Market-Adjusted Model,17660,2022-11-30,0.0059980067,-0.001003643,0.0003131622,21,100
Market-Adjusted Model,17665,2022-11-30,0.0060125856,0.001034239,0.0003277411,21,100
Market-Adjusted Model,17666,2022-11-30,0.0338545243,0.0274818943,0.0281696798,21,100
Market-Adjusted Model,17667,2022-11-30,0.0354613352,0.0308627843,0.0297764907,21,100
Market-Adjusted Model,17668,2022-11-30,0.0396781854,0.0321328387,0.0339933409,21,100
Market-Adjusted Model,17669,2022-11-30,0.0428337807,0.0361027289,0.0371489362,21,100
Market-Adjusted Model,17672,2022-11-30,0.0522405158,0.0958964837,0.0465556713,21,100
